source_title,target_title
Đại học Yale,Học viện Công nghệ Massachusetts
Đại học Yale,Đại học Oxford
Đại học Yale,Đại học Duke
Đại học Yale,Claire Danes
Đại học Yale,Kiến trúc Gothic
Đại học Yale,Charles Dickens
Đại học Yale,Trung Cổ
Đại học Yale,The Night Café
Đại học Yale,U.S. News & World Report
Đại học Yale,Washington Monthly
Đại học Yale,Bảng xếp hạng chất lượng đại học thế giới
Đại học Yale,Bảng xếp hạng đại học thế giới Quacquarelli Symonds
Đại học Yale,Xếp hạng đại học thế giới Times Higher Education
Đại học Yale,QS World University Rankings
Đại học Yale,Times Higher Education World University Rankings
Đại học Yale,Academic Ranking of World Universities
Đại học Yale,Khoa học tự nhiên
Đại học Yale,Anh giáo
Đại học Yale,George Berkeley
Đại học Yale,John C. Calhoun
Đại học Yale,Jonathan Edwards
Đại học Yale,Mã Morse
Đại học Yale,Điện báo
Đại học Yale,Hillary Clinton
Đại học Yale,Meryl Streep
Đại học Yale,Thủ tướng Ý
Đại học Yale,Sonia Sotomayor
Đại học Yale,Ngoại trưởng Hoa Kỳ
Đại học Yale,Cyrus Vance
Đại học Yale,Dean Acheson
Đại học Yale,Sinclair Lewis
Đại học Yale,Noah Webster
Đại học Yale,Giải Oscar
Đại học Yale,Paul Newman
Đại học Yale,Jodie Foster
Đại học Yale,Frances McDormand
Đại học Yale,Angela Bassett
Đại học Yale,Elia Kazan
Đại học Yale,Oliver Stone
Đại học Yale,Luân Đôn
Đại học Yale,Đoàn Hòa bình
Đại học Yale,Anderson Cooper
Đại học Yale,Time
Đại học Yale,Henry Luce
Đại học Yale,Tổng thống Mexico
Đại học Yale,Tổng thống Đức
Đại học Yale,Tổng thống Philippines
Đại học Yale,Nobel Kinh tế
Đại học Yale,Paul Krugman
Đại học Yale,Nobel Vật lý
Đại học Yale,Boeing
Đại học Yale,FedEx
Đại học Yale,Thủ tướng Thổ Nhĩ Kỳ
Đại học Yale,F. Scott Fitzgerald
Đại học Yale,Encyclopædia Britannica Eleventh Edition
Đại học Yale,Encyclopædia Britannica
Đại học Yale,Wayback Machine
Đại học Yale,Los Angeles Times
Đại học Yale,ISBN
Đại học Yale,Yale University Press
Đại học Yale,Wikiquote
Đại học Yale,Wikimedia Commons
Đại học Yale,Hiệp hội Viện Đại học Mỹ
Đại học Yale,Đại học công lập
Đại học Yale,Đại học Arizona
Đại học Yale,Đại học California
Đại học Yale,Đại học California tại Berkeley
Đại học Yale,Đại học California tại Davis
Đại học Yale,Đại học California tại Irvine
Đại học Yale,Đại học California tại Los Angeles
Đại học Yale,Đại học California tại Riverside
Đại học Yale,Đại học California tại San Diego
Đại học Yale,Đại học California tại San Francisco
Đại học Yale,Đại học California tại Santa Barbara
Đại học Yale,Đại học Florida
Đại học Yale,Viện Công nghệ Georgia
Đại học Yale,Đại học Iowa
Đại học Yale,Đại học Kansas
Đại học Yale,"Đại học Maryland, College Park"
Đại học Yale,Đại học Michigan
Đại học Yale,Đại học Minnesota
Đại học Yale,Đại học Missouri-Columbia
Đại học Yale,Đại học North Carolina tại Chapel Hill
Đại học Yale,Đại học Ohio State
Đại học Yale,Đại học Oregon
Đại học Yale,Đại học Pittsburgh
Đại học Yale,Đại học Purdue
Đại học Yale,Đại học Texas tại Austin
Đại học Yale,Đại học Virginia
Đại học Yale,Đại học Washington
Đại học Yale,Đại học Wisconsin–Madison
Đại học Yale,Đại học tư thục
Đại học Yale,Viện Đại học Boston
Đại học Yale,Đại học Brandeis
Đại học Yale,Đại học Brown
Đại học Yale,Viện Công nghệ California
Đại học Yale,Đại học Carnegie Mellon
Đại học Yale,Đại học Columbia
Đại học Yale,Đại học Cornell
Đại học Yale,Đại học Harvard
Đại học Yale,Đại học Johns Hopkins
Đại học Yale,Viện Công nghệ Massachusetts
Đại học Yale,Đại học New York
Đại học Yale,Đại học Rice
Đại học Yale,Đại học Nam California
Đại học Yale,Đại học Stanford
Đại học Yale,Đại học Washington tại St. Louis
Đại học Yale,Đại học McGill
Đại học Yale,Đại học Toronto
